### Cluster 26 — Symptoms (65)
Symptom,Frequency
swelling of affected parts,1
pains worse on motion,1
stiffness in tendo achillis,1
stiff neck from cold draft,1
menses delayed,1
small of back pain extends down thighs,1
stiff joints at night,1
heart pain extends down left arm,1
soreness in tendo achillis,1
compare with pulsatilla,1
tremors all over,1
feels troubled,1
weight in sacral region,heat of affected parts,1.0,1
weight in sacral region,compare with caulophyllum,1.0,1
weight in sacral region,rheumatic pains in back muscles,1.0,1
weight in sacral region,affects back muscles,1.0,1
weight in sacral region,excruciating pains in arms,1.0,1
weight in sacral region,numbness as if nerve compressed,1.0,1
weight in sacral region,compare with actea spicata,1.0,1
weight in sacral region,rheumatism of dorsal muscles,1.0,1
weight in sacral region,upper dorsal region sensitive,1.0,1
weight in sacral region,affects neck muscles,1.0,1
weight in sacral region,stiff joints in morning,1.0,1
weight in sacral region,excessive muscular soreness,1.0,1
weight in sacral region,dull aching burning in second joint of right great toe,1.0,1
weight in sacral region,belly of muscles affected,1.0,1
weight in sacral region,arm pains worse as evening approaches,1.0,1
weight in sacral region,associated with deranged menstruation,1.0,1
weight in sacral region,weight in lumbar region,1.0,1
weight in sacral region,rheumatic pains in neck muscles,1.0,1
weight in sacral region,chest pain extorts cries,1.0,1
weight in sacral region,joint pains with heat,1.0,1
weight in sacral region,chest pain worse by motion,1.0,1
weight in sacral region,cramp in neck muscles on moving head,1.0,1
weight in sacral region,tendo achillis pain worse when walking,1.0,1
weight in sacral region,head retracted,1.0,1
weight in sacral region,pain in lumbar region,1.0,1
weight in sacral region,feels grieved,1.0,1
chest pain extorts cries,swelling of affected parts,1.0,1
chest pain extorts cries,pains worse on motion,1.0,1
chest pain extorts cries,stiffness in tendo achillis,1.0,1
chest pain extorts cries,stiff neck from cold draft,1.0,1
chest pain extorts cries,menses delayed,1.0,1
chest pain extorts cries,small of back pain extends down thighs,1.0,1
chest pain extorts cries,stiff joints at night,1.0,1
chest pain extorts cries,heart pain extends down left arm,1.0,1
