### Cluster 52 — Symptoms (25)
Symptom,Frequency
tarsal joints swollen,1
sciatica with contractions of hamstrings in chronic cases,1
all muscles are painful and heavy,1
stiffness and arthritic swellings,1
shortening contraction of muscles,1
great toe red with tearing and stinging,1
stitches in muscles and joints of hands and fingers,1
many and varied usually constitutional,1
children late in learning to walk,1
painful stiffness of neck,1
spine oversensitive to touch or pressure,1
tension and drawing,1
periodical gout attacks,1
sprained pain in ankles and knees,1
lameness in ankle joint,1
gnawing pains in knee,1
worse while straightening up,1
chronic rheumatism of joints,1
sensation as of a sprain in shoulder joint,1
pain in back from stooping,1
painful tension in bends of limbs,1
drawing pain in right thigh extending to knee,1
housemaid’s knee,1
can move finger joints with difficulty,1
constantly moving limbs,1

### Top Remedies
Remedy,Symptoms_Covered
natrum muriaticum,25

### Directed Edges (Conditional Probabilities)
Source,Target,Weight_P(Target|Source),Shared_Remedies
all muscles are painful and heavy,worse while straightening up,1.0,1
all muscles are painful and heavy,chronic rheumatism of joints,1.0,1
all muscles are painful and heavy,sensation as of a sprain in shoulder joint,1.0,1
all muscles are painful and heavy,pain in back from stooping,1.0,1
all muscles are painful and heavy,painful tension in bends of limbs,1.0,1
all muscles are painful and heavy,drawing pain in right thigh extending to knee,1.0,1
all muscles are painful and heavy,housemaid’s knee,1.0,1
all muscles are painful and heavy,can move finger joints with difficulty,1.0,1
all muscles are painful and heavy,constantly moving limbs,1.0,1
painful tension in bends of limbs,tarsal joints swollen,1.0,1
painful tension in bends of limbs,sciatica with contractions of hamstrings in chronic cases,1.0,1
painful tension in bends of limbs,all muscles are painful and heavy,1.0,1
painful tension in bends of limbs,stiffness and arthritic swellings,1.0,1
painful tension in bends of limbs,shortening contraction of muscles,1.0,1
painful tension in bends of limbs,great toe red with tearing and stinging,1.0,1
painful tension in bends of limbs,stitches in muscles and joints of hands and fingers,1.0,1
painful tension in bends of limbs,many and varied usually constitutional,1.0,1
painful tension in bends of limbs,children late in learning to walk,1.0,1
painful tension in bends of limbs,painful stiffness of neck,1.0,1
painful tension in bends of limbs,spine oversensitive to touch or pressure,1.0,1
painful tension in bends of limbs,tension and drawing,1.0,1
painful tension in bends of limbs,periodical gout attacks,1.0,1
